TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
13,TRAIN,DT18,14453,15113
0,TRAIN,DT6,32,286
9,TRAIN,CC28,5451,7946
23,TRAIN,CC20,491,1311
15,TRAIN,EW9,16002,13628
8,TRAIN,EW33,3811,9192
5,TRAIN,NS16,18551,2416
23,TRAIN,DT27,790,2359
17,TRAIN,SE3,2068,3972
16,TRAIN,NE15,8913,15436
12,TRAIN,CC20,3628,3468
18,TRAIN,DT24,8193,14482
17,TRAIN,EW30,19699,1363
11,TRAIN,SW7,2352,1430
5,TRAIN,BP11,3762,247
13,TRAIN,DT21,5647,7709
22,TRAIN,NS8,7170,18552
23,TRAIN,CC3,3566,239
0,TRAIN,DT23,57,120
6,TRAIN,DT22,5672,2730
17,TRAIN,EW26,45471,45993
17,TRAIN,CC8,11623,8913
23,TRAIN,CC5,1499,1256
13,TRAIN,PE6,5669,6098
20,TRAIN,NS14,15348,45120
5,TRAIN,CC28,1430,56
11,TRAIN,EW33,1719,1377
7,TRAIN,CC25,10259,17342
22,TRAIN,EW9,7852,22071
20,TRAIN,EW17,19268,32408
13,TRAIN,NS14,21503,15857
22,TRAIN,EW23,23496,27493
22,TRAIN,NE8,20603,17228
9,TRAIN,NS23,8868,44936
10,TRAIN,SE1,3462,1429
20,TRAIN,SE1,1611,6244
7,TRAIN,PE7,12777,5178
17,TRAIN,NE10,23444,17727
21,TRAIN,DT2,467,1859
19,TRAIN,DT30,3709,19909
20,TRAIN,EW1,11949,45619
16,TRAIN,BP12,2846,2048
15,TRAIN,BP7,646,1308
12,TRAIN,EW3,14448,10941
11,TRAIN,SE4,3505,1910
13,TRAIN,CC2,4401,8080
13,TRAIN,CC5,3703,4350
5,TRAIN,CC14,884,254
13,TRAIN,SW3,3810,3097
5,TRAIN,EW14-NS26,425,2386
15,TRAIN,EW10,5955,8161
5,TRAIN,BP8,1729,956
15,TRAIN,SE5,2883,2540
16,TRAIN,DT8,11247,3810
10,TRAIN,SW2,2845,1663
22,TRAIN,NE14,7719,35631
20,TRAIN,EW26,15857,44054
14,TRAIN,CC20,7856,4094
18,TRAIN,CC11,86162,15534
14,TRAIN,BP3,2649,4057
16,TRAIN,PW4,408,446
5,TRAIN,EW13-NS25,510,788
7,TRAIN,NS5,121176,41424
17,TRAIN,EW14-NS26,124011,22042
16,TRAIN,SE2,3024,5775
19,TRAIN,CC26,14321,4674
20,TRAIN,EW20,10806,15412
21,TRAIN,SE1,1362,5090
16,TRAIN,CG2,17843,12088
15,TRAIN,CC11,13355,7835
0,TRAIN,DT31,60,868
10,TRAIN,PE5,4201,1861
21,TRAIN,CC17,1420,3261
5,TRAIN,EW9,3854,808
6,TRAIN,DT34,3187,2303
17,TRAIN,DT30,5498,11755
12,TRAIN,DT17,25809,12664
15,TRAIN,BP13,811,1004
21,TRAIN,NS3,8664,20335
15,TRAIN,CC2,6157,5550
22,TRAIN,EW15,30527,5153
6,TRAIN,NS4,4185,7198
6,TRAIN,BP1,61075,34814
5,TRAIN,PW5,1518,124
22,TRAIN,PE5,650,3866
14,TRAIN,NS28,1146,1700
21,TRAIN,DT10,1766,2740
6,TRAIN,BP10,11196,1668
0,TRAIN,PE6,44,370
13,TRAIN,SE2,5185,4275
7,TRAIN,BP13,6082,1293
11,TRAIN,PW1,333,377
16,TRAIN,SE5,2607,2533
17,TRAIN,DT22,7765,9491
7,TRAIN,DT21,2389,8278
17,TRAIN,CG2,23153,13670
17,TRAIN,DT17,47284,5500
0,TRAIN,PW6,6,137
8,TRAIN,CC14,19488,24883
22,TRAIN,PE4,568,1310
15,TRAIN,SW2,2260,3465
20,TRAIN,PW4,442,535
16,TRAIN,DT17,15349,4960
15,TRAIN,DT6,10700,6732
5,TRAIN,BP4,1166,305
0,TRAIN,EW20,80,376
17,TRAIN,SE1,4797,5424
12,TRAIN,EW31,1989,644
18,TRAIN,SE4,3160,7739
7,TRAIN,DT34,7519,7114
14,TRAIN,BP10,2465,3706
16,TRAIN,EW9,15989,15622
21,TRAIN,NS28,1281,829
9,TRAIN,NE10,16891,15478
23,TRAIN,PW4,15,101
22,TRAIN,CC20,1303,2868
9,TRAIN,SW5,7200,4051
13,TRAIN,EW13-NS25,40495,36360
21,TRAIN,PW1,1148,252
18,TRAIN,BP2,3292,8490
17,TRAIN,SW6,3880,4481
16,TRAIN,CC23,18607,4169
8,TRAIN,PW1,214,658
20,TRAIN,SE5,1104,3498
7,TRAIN,CC14,17314,15825
13,TRAIN,EW19,9198,8516
8,TRAIN,DT3,25857,3819
18,TRAIN,DT20,16540,15416
5,TRAIN,DT17,37,0
16,TRAIN,CC4-DT15,14668,8980
10,TRAIN,DT6,4025,4382
9,TRAIN,NS3,22251,11475
7,TRAIN,EW25,42662,11675
23,TRAIN,SE3,96,1860
18,TRAIN,DT1,23056,95953
18,TRAIN,BP6,34137,19475
23,TRAIN,BP7,83,521
17,TRAIN,NS23,44645,35108
0,TRAIN,PW4,4,19
22,TRAIN,PW4,79,241
7,TRAIN,EW7,32261,22424
22,TRAIN,DT27,2622,4537
21,TRAIN,DT28,3472,10639
12,TRAIN,NS3,15384,11337
21,TRAIN,CC20,2205,3803
23,TRAIN,BP6,3346,1324
23,TRAIN,DT1,1139,18739
16,TRAIN,CC21,8811,10549
8,TRAIN,BP8,3254,3714
17,TRAIN,CC7,12422,8821
6,TRAIN,PW3,345,382
10,TRAIN,CC2,1644,7073
14,TRAIN,DT3,6300,5468
9,TRAIN,PE5,6216,1932
6,TRAIN,EW6,13101,4066
20,TRAIN,NS5,13818,44917
14,TRAIN,CC17,2350,2368
8,TRAIN,DT6,10620,11663
19,TRAIN,SW4,1363,3717
19,TRAIN,NE5,31206,15716
19,TRAIN,NS18,14811,24819
11,TRAIN,DT2,1661,506
23,TRAIN,DT28,1786,4905
16,TRAIN,NE11,14285,3158
11,TRAIN,NS11,26357,14611
10,TRAIN,PW6,950,445
13,TRAIN,DT5,11240,8827
11,TRAIN,DT10,3677,1493
17,TRAIN,PE4,1400,1840
9,TRAIN,SE4,4744,2083
15,TRAIN,NS28,1712,1659
9,TRAIN,BP11,4533,1615
15,TRAIN,EW25,6922,5167
22,TRAIN,DT29,1397,7972
5,TRAIN,DT33,4881,72
19,TRAIN,SW3,1304,4423
16,TRAIN,NS3,12948,20013
12,TRAIN,SW2,3034,2399
19,TRAIN,NS28,2190,1419
9,TRAIN,BP10,4146,2397
10,TRAIN,EW6,9125,5735
5,TRAIN,EW26,15088,1403
16,TRAIN,NS18,12564,13059
0,TRAIN,NS14,826,3119
22,TRAIN,CC23,6068,688
21,TRAIN,EW18,8605,13134
7,TRAIN,SE4,9881,2386
13,TRAIN,DT33,10791,7449
9,TRAIN,DT33,31443,4534
8,TRAIN,DT21,5742,19848
8,TRAIN,EW4,38401,26420
20,TRAIN,EW29,23684,8679
12,TRAIN,BP5,2027,1333
7,TRAIN,EW10,29338,9362
12,TRAIN,EW5,24892,21097
12,TRAIN,CC8,5388,4292
23,TRAIN,BP5,342,606
13,TRAIN,NS28,1298,1622
13,TRAIN,SW7,2850,2289
11,TRAIN,NE13,17670,11109
10,TRAIN,NE15,14756,4471
23,TRAIN,EW14-NS26,13521,1235
9,TRAIN,DT13,5866,17274
6,TRAIN,DT13,3398,2232
19,TRAIN,CC28,3533,7396
20,TRAIN,NE16-STC,28169,60043
13,TRAIN,NS20,33366,38152
22,TRAIN,SW3,375,2134
14,TRAIN,PE3,4429,5819
10,TRAIN,NE13,19155,12432
17,TRAIN,NE17-PTC,35963,55469
5,TRAIN,SE2,3273,80
17,TRAIN,CC1-NE6-NS24,51562,34831
15,TRAIN,PE2,3956,4767
15,TRAIN,BP4,10684,2482
8,TRAIN,NS22,19027,101730
0,TRAIN,EW25,36,670
5,TRAIN,DT6,178,213
18,TRAIN,BP10,3436,11102
5,TRAIN,DT20,19,0
10,TRAIN,EW7,12308,7689
8,TRAIN,NS8,53547,17997
12,TRAIN,CC24,19013,19662
8,TRAIN,SW4,3354,1137
15,TRAIN,EW24-NS1,59319,59057
7,TRAIN,CC8,14594,20354
19,TRAIN,DT13,14920,10366
15,TRAIN,EW18,11568,12067
6,TRAIN,EW7,19303,8416
19,TRAIN,CC12,4507,9596
13,TRAIN,CC7,6034,6543
8,TRAIN,NE14,97602,18155
11,TRAIN,EW29,6283,5347
0,TRAIN,CC8,86,412
12,TRAIN,PE7,3119,2410
6,TRAIN,NE16-STC,49188,19830
11,TRAIN,PW6,976,524
13,TRAIN,NS19,35624,33712
9,TRAIN,EW1,40729,10612
12,TRAIN,DT31,5524,4773
21,TRAIN,EW24-NS1,104588,36910
10,TRAIN,BP9,2700,1370
16,TRAIN,CC11,15994,6574
0,TRAIN,CC3,50,22
17,TRAIN,NS9,50289,75096
11,TRAIN,NS2,17129,13112
22,TRAIN,EW5,12796,31464
13,TRAIN,CC12,11765,4926
22,TRAIN,NE11,1593,3134
10,TRAIN,SW4,987,503
12,TRAIN,DT2,3223,732
21,TRAIN,DT33,4395,23670
16,TRAIN,PW5,2863,3020
17,TRAIN,NS28,3370,1637
22,TRAIN,NE10,4785,11069
11,TRAIN,DT1,20701,6882
11,TRAIN,BP6,5023,10978
13,TRAIN,BP4,5129,5634
5,TRAIN,DT10,94,104
19,TRAIN,DT22,8921,13494
6,TRAIN,CC17,6581,2602
21,TRAIN,CC25,3312,4641
11,TRAIN,SE2,4351,2557
12,TRAIN,NS5,22177,15269
10,TRAIN,DT8,2102,2372
13,TRAIN,EW22,13416,15835
7,TRAIN,NS9,92354,70649
23,TRAIN,BP11,235,1196
16,TRAIN,CC1-NE6-NS24,34628,27832
0,TRAIN,NS7,710,1826
21,TRAIN,NS9,29567,47559
8,TRAIN,CC24,6088,85117
11,TRAIN,DT20,4364,4636
9,TRAIN,NE11,5139,4556
18,TRAIN,DT13,21927,14479
13,TRAIN,DT7,3702,3358
7,TRAIN,CC12,14340,21923
12,TRAIN,BP8,1466,1213
18,TRAIN,EW28,52288,57777
10,TRAIN,BP2,3092,940
23,TRAIN,EW20,1895,5444
5,TRAIN,NE15,3962,239
18,TRAIN,EW19,34348,33041
20,TRAIN,BP9,1234,2879
22,TRAIN,BP10,927,3759
19,TRAIN,NS15,38223,34177
0,TRAIN,DT8,22,111
7,TRAIN,DT7,5139,14100
14,TRAIN,NS14,20461,17554
6,TRAIN,PE1,6388,1416
8,TRAIN,NS15,44385,94272
23,TRAIN,SW7,76,1059
20,TRAIN,DT3,2186,10029
12,TRAIN,CC12,4012,2777
13,TRAIN,PW3,243,361
14,TRAIN,DT23,1935,2753
7,TRAIN,PE5,19086,8025
20,TRAIN,CC2,5696,1864
21,TRAIN,PW4,322,344
20,TRAIN,CC6,10497,5251
10,TRAIN,PW3,182,184
17,TRAIN,CC5,10443,3686
11,TRAIN,BP2,2610,1107
10,TRAIN,EW24-NS1,28902,59025
5,TRAIN,NE5,198,9
17,TRAIN,NS4,8365,5443
17,TRAIN,BP1,47997,62771
10,TRAIN,DT3,5987,2038
23,TRAIN,BP10,371,1717
9,TRAIN,CC2,1478,12926
18,TRAIN,NS15,82236,42548
21,TRAIN,NE17-PTC,22349,33166
13,TRAIN,SW4,904,1334
6,TRAIN,EW22,6423,8588
12,TRAIN,DT28,6240,3824
0,TRAIN,NS11,666,6038
18,TRAIN,EW6,15416,32686
22,TRAIN,NS4,1856,2007
22,TRAIN,BP1,12067,28923
7,TRAIN,EW14-NS26,5585,86433
20,TRAIN,SW5,4395,9222
15,TRAIN,NS9,33670,44777
5,TRAIN,NS9,17899,6810
12,TRAIN,CC17,2455,1687
8,TRAIN,EW17,64027,43851
19,TRAIN,EW32,7475,3675
13,TRAIN,NS5,20941,18423
14,TRAIN,DT30,4531,4204
7,TRAIN,NE16-STC,106361,35650
14,TRAIN,PE5,3550,4938
23,TRAIN,EW7,1298,7481
16,TRAIN,NE10,13758,12676
14,TRAIN,BP4,6491,3477
12,TRAIN,NE15,10418,7121
16,TRAIN,DT34,4725,2999
20,TRAIN,NS2,16859,35907
20,TRAIN,NS9,30938,62108
11,TRAIN,CC1-NE6-NS24,15975,29753
23,TRAIN,BP1,5495,15353
23,TRAIN,NS4,481,883
19,TRAIN,SE4,2454,8002
14,TRAIN,NS9,29337,36908
17,TRAIN,SW7,3110,3393
8,TRAIN,SW7,6041,1529
9,TRAIN,NS16,62653,31702
20,TRAIN,DT33,6096,30146
23,TRAIN,NE5,9753,2802
18,TRAIN,DT21,19711,12798
11,TRAIN,SW6,2610,1449
19,TRAIN,SW2,2967,6725
19,TRAIN,EW14-NS26,140497,18967
10,TRAIN,NE17-PTC,25998,17954
8,TRAIN,PE1,8804,1611
17,TRAIN,EW19,24365,17578
8,TRAIN,EW25,30872,7737
18,TRAIN,CC12,9947,10700
20,TRAIN,EW22,14728,6354
16,TRAIN,DT30,3831,6698
16,TRAIN,CC17,3376,3391
13,TRAIN,NS4,3907,3352
13,TRAIN,BP1,25088,24391
13,TRAIN,DT34,2991,3840
0,TRAIN,DT27,21,412
12,TRAIN,SW3,2555,1552
15,TRAIN,BP8,2020,1667
10,TRAIN,EW4,11533,5897
6,TRAIN,NE14,42980,14720
8,TRAIN,CC23,3722,69996
9,TRAIN,DT24,7727,3589
9,TRAIN,NS13,61044,28052
19,TRAIN,CC11,40432,15604
5,TRAIN,CC21,993,92
21,TRAIN,CC8,3796,6503
10,TRAIN,NS10,41655,14418
12,TRAIN,NS8,17113,10152
6,TRAIN,CC28,6641,1321
15,TRAIN,NS16,37002,42549
13,TRAIN,DT31,5821,5538
17,TRAIN,CC14,13679,8935
12,TRAIN,EW4,12194,6660
6,TRAIN,DT8,1919,6077
11,TRAIN,CC6,4231,5840
9,TRAIN,EW4,17336,11214
10,TRAIN,NE8,13489,21287
10,TRAIN,EW10,9625,4268
16,TRAIN,NS13,38254,58153
7,TRAIN,PW6,3688,359
13,TRAIN,EW3,13808,12585
19,TRAIN,NS19,42713,62931
12,TRAIN,EW20,11021,8448
9,TRAIN,BP4,2584,15430
19,TRAIN,SW1,2053,2488
11,TRAIN,CC8,4290,3501
16,TRAIN,BP13,883,990
21,TRAIN,SW7,791,2792
22,TRAIN,CC21,7931,4731
7,TRAIN,EW1,94050,30038
12,TRAIN,CC27,4347,2836
9,TRAIN,PW7,2363,1282
14,TRAIN,DT5,8632,10665
17,TRAIN,CC25,18939,5778
0,TRAIN,NS9,1523,5696
15,TRAIN,SW6,3109,3473
21,TRAIN,BP13,452,709
15,TRAIN,NS22,48073,42909
9,TRAIN,DT8,3312,3310
6,TRAIN,NE17-PTC,52857,15436
7,TRAIN,NE8,26261,19416
21,TRAIN,SW6,809,3364
22,TRAIN,CC2,5448,1117
19,TRAIN,EW27,54640,110417
5,TRAIN,NS3,9804,841
5,TRAIN,EW30,710,593
10,TRAIN,PE3,4910,2810
12,TRAIN,NS13,38311,31029
0,TRAIN,CC27,6,36
21,TRAIN,NS20,38187,10451
23,TRAIN,SW3,150,1180
10,TRAIN,EW33,1604,1660
19,TRAIN,DT27,12144,10370
10,TRAIN,BP7,737,517
8,TRAIN,EW3,44627,17806
14,TRAIN,BP13,869,1019
20,TRAIN,CC1-NE6-NS24,47647,20256
13,TRAIN,DT30,4723,3693
21,TRAIN,PW6,214,1127
16,TRAIN,BP5,2157,2237
11,TRAIN,DT23,3042,2195
13,TRAIN,CG2,13177,15355
0,TRAIN,SW8,39,236
13,TRAIN,BP5,1987,1414
21,TRAIN,EW6,4727,14257
7,TRAIN,DT28,29695,17558
19,TRAIN,EW17,29197,53071
16,TRAIN,EW3,14549,18470
6,TRAIN,NS18,19610,9275
11,TRAIN,BP3,3337,1653
15,TRAIN,CC20,5106,5446
7,TRAIN,PE1,10281,4032
21,TRAIN,EW23,33628,33105
14,TRAIN,EW23,35375,32684
10,TRAIN,DT34,3496,2875
23,TRAIN,EW17,3996,10389
19,TRAIN,DT24,4957,9931
11,TRAIN,EW6,8550,5678
10,TRAIN,BP8,1086,1093
19,TRAIN,NE17-PTC,33669,84560
14,TRAIN,DT13,8605,9802
20,TRAIN,EW14-NS26,74616,8020
20,TRAIN,CC12,2679,6001
0,TRAIN,NS19,362,1629
19,TRAIN,CG2,20121,17640
9,TRAIN,CC16,10913,14085
21,TRAIN,EW28,14869,28479
13,TRAIN,NE14,22526,18106
14,TRAIN,DT17,8100,13948
22,TRAIN,DT8,1013,1189
6,TRAIN,CC11,13664,14329
17,TRAIN,EW13-NS25,61095,35979
14,TRAIN,DT24,2940,3167
20,TRAIN,CC14,3728,7049
12,TRAIN,NS4,3846,3657
12,TRAIN,BP1,24012,21952
12,TRAIN,CC1-NE6-NS24,23405,41196
16,TRAIN,NS10,27587,40938
6,TRAIN,SW4,2714,388
10,TRAIN,SE2,5153,2214
15,TRAIN,NE9,16454,14541
7,TRAIN,EW6,25767,12195
9,TRAIN,NS20,20536,60837
18,TRAIN,NS10,63668,116812
14,TRAIN,NE15,9297,11737
12,TRAIN,CC26,3254,2573
13,TRAIN,NE16-STC,34584,33637
0,TRAIN,DT33,10,2652
18,TRAIN,EW11,42644,29784
11,TRAIN,CC7,4528,3281
15,TRAIN,EW4,15219,9376
9,TRAIN,DT31,11660,5964
14,TRAIN,EW11,15109,17405
20,TRAIN,EW31,5677,1552
13,TRAIN,SW5,7520,6857
14,TRAIN,BP7,800,1310
20,TRAIN,PE1,1383,5355
16,TRAIN,NE14,20066,29073
5,TRAIN,EW29,1956,5804
13,TRAIN,SE5,3656,2490
18,TRAIN,CG2,26976,18101
16,TRAIN,CC14,12379,7210
23,TRAIN,BP3,404,1466
5,TRAIN,DT23,98,0
17,TRAIN,CC20,8026,7940
12,TRAIN,CC14,8166,4167
18,TRAIN,EW1,36564,86231
0,TRAIN,DT25,44,223
0,TRAIN,EW4,65,1709
8,TRAIN,DT31,26988,12617
12,TRAIN,EW19,8928,8160
5,TRAIN,DT25,476,160
13,TRAIN,BP2,3062,2135
0,TRAIN,EW22,51,180
13,TRAIN,EW33,1442,1647
9,TRAIN,SW4,1413,641
21,TRAIN,DT17,13324,1975
6,TRAIN,SW1,1514,2425
18,TRAIN,BP5,3777,4057
14,TRAIN,EW17,21021,20637
10,TRAIN,EW13-NS25,9866,45444
10,TRAIN,SW8,1964,756
9,TRAIN,EW25,11015,3175
23,TRAIN,CC27,583,208
5,TRAIN,BP2,2527,377
18,TRAIN,NS16,75050,143559
12,TRAIN,DT8,2811,5497
19,TRAIN,BP7,1052,2988
14,TRAIN,NS11,24186,29070
13,TRAIN,DT29,4248,3512
22,TRAIN,CC3,9291,886
9,TRAIN,EW22,6823,33380
6,TRAIN,SW3,5035,780
6,TRAIN,SW7,5493,773
20,TRAIN,DT7,3839,3837
8,TRAIN,NS14,94147,21801
16,TRAIN,SW6,2938,3740
7,TRAIN,EW19,30591,27061
12,TRAIN,EW25,4385,3094
9,TRAIN,CC6,4563,8828
16,TRAIN,EW23,44790,38387
20,TRAIN,EW6,4770,17364
16,TRAIN,EW25,4879,7016
20,TRAIN,SE2,1897,8196
0,TRAIN,DT7,13,99
18,TRAIN,EW9,36650,43278
13,TRAIN,EW23,35767,33978
9,TRAIN,DT20,6898,11640
22,TRAIN,CC27,2241,346
18,TRAIN,EW7,22607,40142
9,TRAIN,EW15,12038,158386
21,TRAIN,SE4,1433,3714
9,TRAIN,NS14,49428,12312
5,TRAIN,NS19,5809,2550
9,TRAIN,DT28,11942,11206
18,TRAIN,EW30,13901,2496
22,TRAIN,BP7,257,1467
19,TRAIN,CC21,10036,17908
13,TRAIN,PW7,1847,4235
6,TRAIN,DT6,4027,5384
22,TRAIN,SE5,435,2143
9,TRAIN,CC24,5889,59104
9,TRAIN,EW11,19513,28781
13,TRAIN,DT22,5565,5378
7,TRAIN,NS2,81359,42983
10,TRAIN,DT27,4880,4953
9,TRAIN,DT6,5758,6414
11,TRAIN,BP5,1678,972
8,TRAIN,NS5,75159,24714
9,TRAIN,EW5,41534,21224
15,TRAIN,CC24,19763,11199
19,TRAIN,SW5,6082,15609
0,TRAIN,DT3,26,710
0,TRAIN,PE1,38,533
10,TRAIN,BP10,3112,2036
23,TRAIN,BP13,70,302
0,TRAIN,EW10,49,382
7,TRAIN,NE17-PTC,101591,30947
5,TRAIN,CC3,48,30
7,TRAIN,EW27,127004,93321
11,TRAIN,NS14,23034,10075
22,TRAIN,EW13-NS25,51089,5185
7,TRAIN,CC24,3609,49868
5,TRAIN,CC7,1227,205
11,TRAIN,CG2,9943,13985
19,TRAIN,NE16-STC,40837,102241
8,TRAIN,EW27,88352,73442
11,TRAIN,EW25,4482,2728
14,TRAIN,EW24-NS1,50119,58080
20,TRAIN,EW19,9966,15220
6,TRAIN,EW28,65119,11883
23,TRAIN,PW7,382,991
23,TRAIN,BP4,264,811
13,TRAIN,NS18,13443,9271
18,TRAIN,DT25,11706,9268
19,TRAIN,CC8,8308,13410
18,TRAIN,SW8,2769,3670
15,TRAIN,SE1,5813,3725
9,TRAIN,PE6,6449,4524
19,TRAIN,EW15,106060,26475
15,TRAIN,SW3,1403,2396
17,TRAIN,BP12,4309,3625
15,TRAIN,SE3,1613,3146
6,TRAIN,DT25,4249,3617
23,TRAIN,DT29,554,4796
13,TRAIN,PW6,893,1133
20,TRAIN,NS8,13560,29510
6,TRAIN,EW25,18638,3661
7,TRAIN,NS16,120984,66729
16,TRAIN,BP11,2148,3471
22,TRAIN,DT28,2144,10309
9,TRAIN,EW26,39918,10799
15,TRAIN,EW11,17254,16401
8,TRAIN,DT10,15015,5566
13,TRAIN,EW24-NS1,47965,61810
5,TRAIN,CC24,143,673
16,TRAIN,EW33,4262,1796
6,TRAIN,EW3,21030,7237
14,TRAIN,NE9,16158,14804
7,TRAIN,SE2,20823,2757
15,TRAIN,CC16,11790,7081
9,TRAIN,DT30,13643,2295
17,TRAIN,NS3,17960,31246
0,TRAIN,NS16,772,6639
12,TRAIN,NS2,18319,15365
22,TRAIN,DT1,4469,32479
22,TRAIN,BP6,11294,3664
15,TRAIN,DT17,9787,5963
8,TRAIN,EW28,69344,39268
14,TRAIN,SW1,1393,1930
13,TRAIN,CC24,14754,22606
12,TRAIN,DT21,4982,7525
13,TRAIN,DT28,5431,5306
17,TRAIN,DT2,7758,2553
22,TRAIN,BP4,1033,2033
19,TRAIN,DT34,5992,8779
13,TRAIN,CC20,5767,3753
20,TRAIN,EW4,9844,17366
8,TRAIN,NS23,15203,52943
17,TRAIN,EW6,11365,15733
7,TRAIN,DT1,116907,14671
7,TRAIN,BP6,11568,49050
16,TRAIN,DT31,5897,6854
19,TRAIN,EW3,14491,39753
22,TRAIN,CC5,3605,2293
6,TRAIN,DT20,1518,2955
15,TRAIN,NS7,10461,12958
22,TRAIN,NS13,22128,53951
21,TRAIN,DT21,9419,3298
6,TRAIN,EW1,48833,11902
7,TRAIN,DT3,21556,9908
6,TRAIN,NE13,20531,8271
16,TRAIN,CC3,6534,3677
17,TRAIN,EW32,19295,1920
9,TRAIN,DT7,3102,4821
10,TRAIN,BP11,2968,1296
21,TRAIN,DT13,8871,5181
6,TRAIN,DT23,1382,2357
12,TRAIN,SE5,2957,1548
